類別編號,搜尋關鍵字,城市,景點名稱,Google 星級,評論數,地址
F9,美食街,苗栗縣,小木屋水晶餃,4.2,945,360苗栗縣苗栗市新苗街59號
F9,美食街,苗栗縣,龍華小吃,4.1,1226,360苗栗縣苗栗市金龍街122號
F9,美食街,苗栗縣,烤魚 川味烤魚 （原聚伴鮮）,4.9,592,360苗栗縣苗栗市北安街53號
F9,美食街,苗栗縣,天長地久簡餐,4.7,66,36046苗栗縣苗栗市大埔街29號
F9,美食街,苗栗縣,王甫尹餐館,4.1,718,360苗栗縣苗栗市忠孝路212號
F9,美食街,苗栗縣,范頭家新港宴會廳(原范家宴客家餐廳),4.5,1751,356苗栗縣後龍鎮高鐵六路132號
F9,美食街,苗栗縣,喜悅小館,4.1,117,360苗栗縣苗栗市文學街17號17號360360
F9,美食街,苗栗縣,佳鄉米食（佳鄉客家米米食）,4.6,121,360苗栗縣苗栗市新都街9號
F9,美食街,苗栗縣,福記麵館(依FB公告為主),4.5,195,360苗栗縣苗栗市博愛街18號
F9,美食街,苗栗縣,周寓食樂空間（請先來電預約）,4.9,129,360苗栗縣苗栗市玉興街10-1號
F9,美食街,苗栗縣,三拾丼飯,4.5,246,360苗栗縣苗栗市至公路136-2號
F9,美食街,苗栗縣,鄉園客家小館,4.1,994,360苗栗縣苗栗市福麗里華民路45號
F9,美食街,苗栗縣,鋒聲水起。先鋒麵食,4.5,178,360苗栗縣苗栗市新倉街四號
F9,美食街,苗栗縣,翁記水晶餃,4.4,310,360苗栗縣苗栗市新苗街61巷40號
F9,美食街,苗栗縣,傳家堡餐館,4.2,880,360苗栗縣苗栗市長安街89巷18之1號
F9,美食街,苗栗縣,大夜班滷肉飯（至公店）滷肉飯乾麵水晶餃豬腳控肉,4.6,582,360苗栗縣苗栗市至公路92號
F9,美食街,苗栗縣,新味小館（不定時公休，建議先來電）,4.0,158,360苗栗縣苗栗市新東街91號
F9,美食街,苗栗縣,好食好時台式居酒屋,4.2,875,360苗栗縣苗栗市中正路673號1樓
F9,美食街,苗栗縣,有間食堂,4.4,378,360苗栗縣苗栗市中山路613號
F9,美食街,苗栗縣,好時餐館,4.3,99,36063苗栗縣苗栗市玉清街302號
F9,美食街,苗栗縣,鴻鳴餐館,4.0,166,360苗栗縣苗栗市新東街276號
F9,美食街,苗栗縣,文化麵食館,4.0,617,360苗栗縣苗栗市自治路59號
F9,美食街,苗栗縣,陸大飲食店,4.4,214,360苗栗縣苗栗市三西街60號
F9,美食街,苗栗縣,波奇多夏威夷輕食-苗栗美食 苗栗健康餐 苗栗輕食 苗栗減脂餐 苗栗小吃 苗栗素食餐廳,4.6,402,360苗栗縣苗栗市北安街200號
F9,美食街,苗栗縣,火鍋世家 苗栗饒平店,4.9,1427,360苗栗縣苗栗市饒平街24號
F9,美食街,苗栗縣,山城町炸物 苗栗新民店,4.8,2167,360苗栗縣苗栗市新民街8號
F9,美食街,苗栗縣,123客家美食,4.0,247,360苗栗縣苗栗市北安街123號
F9,美食街,苗栗縣,阿發西式小食室,4.6,541,360苗栗縣苗栗市國華路993號
F9,美食街,苗栗縣,湯家大肉圓,3.7,2498,360苗栗縣苗栗市中山路713號
F9,美食街,苗栗縣,阿鄭伯古早味小吃,4.3,580,360苗栗縣苗栗市至公路
F9,美食街,苗栗縣,吉祥樓餐廳《苗栗三義客家美食餐廳.客家菜.客家料理.特色美食.必吃美食》,4.4,2402,367苗栗縣三義鄉勝興村 20份283號
F9,美食街,苗栗縣,苗栗金選十大好店｜台灣百大伴手禮店｜烏色咖啡｜烏虎三色蛋捲必買｜烏色炸雞翅必吃｜烏色鬆餅必點｜客家特色美食｜寵物友善｜苗栗伴手禮｜ESG永續理念｜食材循環經濟｜苗栗美食｜餐廳｜,4.6,715,360苗栗縣苗栗市縣府路102號
F9,美食街,苗栗縣,米盛食堂,4.7,1243,360苗栗縣苗栗市府前路29號1樓
F9,美食街,苗栗縣,三環麵食館,4.1,386,360苗栗縣苗栗市文峰街51號
F9,美食街,苗栗縣,一元小吃,4.1,179,360苗栗縣苗栗市光復路124號
F9,美食街,苗栗縣,好煮義-苗栗店,4.5,310,360苗栗縣苗栗市忠孝路63號一樓
F9,美食街,苗栗縣,有食間,4.5,354,360苗栗縣苗栗市莊敬街155-2號
F9,美食街,苗栗縣,福樂麵店,4.2,5743,363苗栗縣公館鄉福基村121號
F9,美食街,苗栗縣,一級棒鵝肉小吃店,4.2,837,360苗栗縣苗栗市中華路161-1號
F9,美食街,苗栗縣,仨吳咖啡 Chase Coffee,4.9,483,360苗栗縣苗栗市中正路585號
F9,美食街,苗栗縣,溪水食堂,4.1,83,360苗栗縣苗栗市僑育街82號
F9,美食街,苗栗縣,meeting。食 手作餐點,4.3,99,360苗栗縣苗栗市新苗街75號
F9,觀光工廠,苗栗縣,雅聞香草植物工廠 客家幣使用店家,4.0,13269,36742苗栗縣西湖村八櫃 42號
F9,觀光工廠,苗栗縣,山水米觀光工廠(玩米主義),4.0,61,358苗栗縣苑裡鎮玉田里7鄰玉田91-5號
F9,觀光工廠,苗栗縣,鴨間稻觀光工廠,3.9,62,358苗栗縣苑裡鎮玉田91-5號
F9,觀光工廠,苗栗縣,125k百茶老醋體驗觀光工廠,4.7,52,362苗栗縣頭屋鄉象山路188號
F9,觀光工廠,苗栗縣,滿燭DIY蠟燭故事館,4.4,518,351苗栗縣頭份市中華路438巷6號
F9,觀光工廠,苗栗縣,石壁染織工坊,4.4,205,353苗栗縣南庄鄉東河村21鄰21號
F9,觀光工廠,苗栗縣,125K---石墨烯遠紅外線汗蒸,3.8,599,362苗栗縣頭屋鄉象山路188號
F9,觀光工廠,苗栗縣,造橋木炭博物館,3.3,146,361苗栗縣造橋鄉錦成東路8-6號
F9,觀光工廠,苗栗縣,茅鄉炭坊🔆🔆🔆苗栗景點推薦 三義本部/苗栗伴手禮 苗栗親子旅遊 苗栗精油 三義景點 三義伴手禮 三義親子旅遊,4.7,400,367苗栗縣三義鄉42號 雙湖村21鄰大坑42號
F9,觀光工廠,苗栗縣,台灣農林 銅鑼茶廠,3.9,2184,苗栗縣銅鑼鄉132-16號
F9,觀光工廠,苗栗縣,綺緣樟腦精油觀光工場,4.3,316,366苗栗縣銅鑼鄉樟樹村竹圍1-2號
F9,觀光工廠,苗栗縣,冠軍綠概念館（預約制）,4.0,98,361苗栗縣造橋鄉乳姑山2號
F9,觀光工廠,苗栗縣,華陶窯,4.2,2071,358苗栗縣苑裡鎮南勢里2鄰31號
F9,觀光工廠,苗栗縣,秋美人農場,4.2,448,366苗栗縣銅鑼鄉九湖村10鄰92-26號
F9,觀光工廠,苗栗縣,苗栗市獨角仙復育基地,4.4,79,360苗栗縣苗栗市
F9,觀光工廠,苗栗縣,苗栗縣苗栗市茶文化園區,4.1,159,360苗栗縣苗栗市Unnamed Road
F9,觀光工廠,苗栗縣,臺鹽通霄觀光園區 - 泡腳池,4.4,134,357苗栗縣通霄鎮122號
F9,特色料理,苗栗縣,饗樂花園餐館（最後點桌菜時間：13:00 / 19:00）,4.8,1953,363苗栗縣公館鄉大坑村162之3號
F9,特色料理,苗栗縣,沐暉苑食,4.5,1255,358苗栗縣苑裡鎮田中五路114號
F9,特色料理,苗栗縣,苗栗大湖石風城堡庭園景觀餐廳/下午茶/草莓雪花冰,4.7,1392,364苗栗縣大湖鄉
F9,特色料理,苗栗縣,桐花村 三義客家料理,4.5,6561,367004苗栗縣三義鄉水美街114號1樓
F9,特色料理,苗栗縣,陶之飲,4.4,1437,36350苗栗縣公館鄉成功路23號
F9,特色料理,苗栗縣,青松自在,4.3,862,367苗栗縣三義鄉龍騰村外庒20-1號
F9,特色料理,苗栗縣,范頭家客家餐廳(苗栗頭份合菜餐廳),4.5,3229,351苗栗縣頭份市和平路263號
F9,特色料理,苗栗縣,美鳳的家,4.8,1687,352苗栗縣三灣鄉和平街29號
F9,特色料理,苗栗縣,苗栗大湖福菜園客家菜餐廳,4.3,1674,364苗栗縣大湖鄉法雲寺5-5號
F9,特色料理,苗栗縣,漫步雲端森林廚房,4.2,1777,367苗栗縣三義鄉22號
F9,特色料理,苗栗縣,閒人居茶坊,4.6,998,360苗栗縣苗栗市府前路59號
F9,特色料理,苗栗縣,紅瓦厝創意生活美食館（請先預約）,4.8,960,苗栗縣後龍鎮灣寶里圪仔內1鄰 3-5號
F9,特色料理,苗栗縣,KAORI Dining,4.4,342,"No.30, 上庄路頭份市苗栗縣351012"
F9,特色料理,苗栗縣,月台茶棧（歡迎來電預約，最後收客時間平日18:00，假日18:30）,4.7,937,367苗栗縣三義鄉58號
F9,特色料理,苗栗縣,氛饗食堂,4.5,102,360苗栗縣苗栗市和平路48號
F9,特色料理,苗栗縣,老和庄私廚料理,4.6,384,360苗栗縣苗栗市英才路30號
F9,特色料理,苗栗縣,舒喜食堂,4.8,204,360苗栗縣苗栗市至公路66號
F9,特色料理,苗栗縣,馮羽樓x烏雞飯 苗栗店（貓貓出沒注意,4.7,63,360苗栗縣苗栗市35號
F9,特色料理,苗栗縣,勝興七姊八弟山城店,4.5,1372,367苗栗縣三義鄉71號
F9,特色料理,苗栗縣,綠葉方舟Green Ark,4.2,5029,367苗栗縣三義鄉綠舟路1號
F9,特色料理,苗栗縣,叁代堂,4.3,2389,367苗栗縣三義鄉水美街283-1號
F9,特色料理,苗栗縣,綠池庭園餐廳,4.2,1094,361苗栗縣造橋鄉37號
F9,特色料理,苗栗縣,吳媽媽創意廚房,4.4,2566,357苗栗縣通霄鎮
F9,特色料理,苗栗縣,穎川美食館,4.2,1284,367苗栗縣三義鄉廣盛94號
F9,特色料理,苗栗縣,勝興客棧,4.1,1095,367苗栗縣三義鄉勝興村14鄰72號
F9,特色料理,苗栗縣,龍鳳客棧,4.2,257,360苗栗縣苗栗市民族路108號
F9,特色料理,苗栗縣,阿水飯店,4.3,3737,356苗栗縣後龍鎮中龍街183之2號
F9,特色料理,苗栗縣,一山烏龍麵,4.4,401,360苗栗縣苗栗市縣府路88號
F9,特色料理,苗栗縣,邀悅膳館,4.2,295,"20號, 玉清二街苗栗市苗栗縣360"
F9,特色料理,苗栗縣,山吻泉餐廳,4.2,1200,365苗栗縣泰安鄉
F9,特色料理,苗栗縣,福美樂,4.3,1074,350苗栗縣竹南鎮公園路106號
F9,特色料理,苗栗縣,牛欄窩茶餐館,4.1,1006,351苗栗縣頭份市水源路557-2號
F10,溫泉中心,苗栗縣,南庄雲水度假溫泉,4.4,7157,353苗栗縣南庄鄉3鄰東江31-3號
F10,溫泉中心,苗栗縣,竹美山閣 藝術園區,4.0,1268,365苗栗縣泰安鄉
F10,溫泉中心,苗栗縣,享沐時光莊園渡假酒店,4.3,2926,358苗栗縣苑裡鎮錦山八鄰8-1號
F10,溫泉中心,苗栗縣,泰安湯悅溫泉會館,4.0,3203,365苗栗縣泰安鄉錦水村橫龍山 45
F10,溫泉中心,苗栗縣,苗栗大湖石風溫泉渡假城堡/下午茶/庭園景觀餐廳/草莓雪花冰/民宿/住宿,4.6,4054,364苗栗縣大湖鄉水尾5之10號
F10,溫泉中心,苗栗縣,虎山溫泉會館(湯之島)-泰安溫泉,4.0,1837,365苗栗縣泰安鄉
F10,溫泉中心,苗栗縣,泰安觀止溫泉會館,4.4,8160,365苗栗縣泰安鄉58號
F10,溫泉中心,苗栗縣,湖畔花時間-苗栗大湖|溫泉|美食|熱門民宿|包棟|美人湯,4.4,313,364苗栗縣大湖鄉126號
F10,溫泉中心,苗栗縣,湯之美溫泉,4.4,713,365苗栗縣泰安鄉錦水村橫龍山59-7號
F10,溫泉中心,苗栗縣,日出溫泉渡假飯店,3.9,1563,365苗栗縣泰安鄉錦水村橫龍山34號
F10,溫泉中心,苗栗縣,南庄橄欖樹 | 咖啡廳 ‧ 民宿 | Olive Tree Guesthouse & Café,4.5,2149,353苗栗縣南庄鄉
F10,溫泉中心,苗栗縣,水雲餐廳溫泉民宿,4.1,154,365苗栗縣泰安鄉八鄰橫龍山17號
F10,溫泉中心,苗栗縣,苗栗騰龍溫泉山莊,4.0,1975,365苗栗縣泰安鄉橫龍山5號
F10,溫泉中心,苗栗縣,卓也小屋渡假園區,4.3,2938,367苗栗縣三義鄉1-9號
F10,溫泉中心,苗栗縣,樹也Villa,4.8,344,367苗栗縣三義鄉
F10,溫泉中心,苗栗縣,I Sky Villa,4.9,217,361苗栗縣造橋鄉造橋村15鄰東坑9-3號
F10,溫泉中心,苗栗縣,慕雲想莊園B&B景觀餐廳 - 苗栗頭屋 人氣星空房觀星民宿 特色房型 落羽松秘境餐廳 法式套餐 浪漫約會 寵物友善 親子沙坑 家庭旅遊渡假首選 線上訂房住宿優惠 PTT網紅推薦,4.7,1408,362苗栗縣頭屋鄉濫坑57之2號
F10,溫泉中心,苗栗縣,苗栗慈夢柔渡假會館-大湖人氣住宿|苗栗泳池民宿|熱門民宿|必去民宿|包棟民宿|住宿首選|包棟民宿|親子民宿,4.2,2267,364苗栗縣大湖鄉八寮灣1-10號
F10,溫泉中心,苗栗縣,山Chill,4.7,316,361苗栗縣造橋鄉
F10,溫泉中心,苗栗縣,苗栗大湖石壁溫泉渡假山莊/民宿/住宿,4.5,3849,364苗栗縣大湖鄉
F10,溫泉中心,苗栗縣,雲也山莊,4.7,285,369苗栗縣卓蘭鎮西坪里122之6號
F10,溫泉中心,苗栗縣,山神的家,4.9,2810,363苗栗縣公館鄉7之1號
F10,溫泉中心,苗栗縣,水漾月明度假文旅Hana Mizu Tsuki Hotel,4.0,465,362苗栗縣頭屋鄉明德路54號
F10,溫泉中心,苗栗縣,苗栗馥藝金鬱金香酒店,4.2,4603,350苗栗縣竹南鎮公園路106號
F10,溫泉中心,苗栗縣,舞牛森度假飯店 Hotel Woodland,5.0,95,35750苗栗縣通霄鎮南和12鄰165之5號
F10,溫泉中心,苗栗縣,草山境 ｜苗栗 公館 2026家庭包棟住宿推薦 夜景住宿首選 優質家庭旅宿好評 手作 攝影住宿套裝行程 團體 人氣森林系度假 熱門打卡影像拍攝空間 場地租借 網紅首選慢生活 必住山中旅宿 親子友善 高CP值 度假評價 價格 訂房優惠 主題特色 輕旅行,4.9,201,363苗栗縣公館鄉開礦26之10號
F10,溫泉中心,苗栗縣,南庄 麥克尼景觀莊園magnni villa《僅供住客 · 親子．寵物友善．兒童沙池．寵物戲水池．草地．非包棟》,4.6,574,353苗栗縣南庄鄉東村17鄰121號
F10,溫泉中心,苗栗縣,楓葉地圖,4.5,453,364苗栗縣大湖鄉108號東興
F10,溫泉中心,苗栗縣,向草語蟲民宿,4.6,498,36743苗栗縣三義鄉
F10,溫泉中心,苗栗縣,山頂動人,4.9,184,365苗栗縣泰安鄉
F10,溫泉中心,苗栗縣,山川密境露營區［苗栗熱門 | 免裝備 | 懶人露營 | 豪華露營 | 有冷氣帳蓬 | 溪水 | 優質,4.9,173,353005苗栗縣南庄鄉東江1鄰9號1鄰9號
F10,溫泉中心,苗栗縣,橘舍三食,4.8,3067,369苗栗縣卓蘭鎮西坪路43-15號
F10,溫泉中心,苗栗縣,翩翩PPTA,4.5,797,365苗栗縣泰安鄉
F10,溫泉中心,苗栗縣,喆娟夢田,4.3,486,367苗栗縣三義鄉9-1號
F10,溫泉中心,苗栗縣,MODA & the MOON 碩玥民宿,5.0,1218,363苗栗縣公館鄉
F10,溫泉中心,苗栗縣,南庄山河苑露營區《露營區推薦》懶人露營｜免裝備｜免搭帳｜免設備｜熱門｜冷氣露營｜乾淨營區,4.8,722,353苗栗縣南庄鄉
F10,溫泉中心,苗栗縣,水頭人家百大金質好客、生態美學民宿,4.7,229,苗栗縣大湖鄉14之8號
F10,溫泉中心,苗栗縣,山行寄野民宿 苗栗南庄住宿 親子民宿 家庭聚會 民宿住宿 景觀雙人房四人房 寵物友善 賞螢火蟲油桐花住宿 在地美食 咖啡,4.7,281,353苗栗縣南庄鄉號
F10,溫泉中心,苗栗縣,三義藝術村櫻花渡假會館,4.1,823,367苗栗縣三義鄉八股路館前八巷1-18號
F10,溫泉中心,苗栗縣,湯唯溫泉渡假,4.2,1505,365苗栗縣泰安鄉橫龍山72-2號
F10,溫泉中心,苗栗縣,花露精油城堡民宿-最後辦理入住17:30｜花園民宿｜台中苗栗景點｜放鬆行程｜浪漫景點,4.6,54,369苗栗縣卓蘭鎮
F10,溫泉中心,苗栗縣,Raisinay－山餡甜點 (生日蛋糕需先預購),4.7,181,353苗栗縣南庄鄉石壁21鄰21號石壁染織工藝園區
F10,溫泉中心,苗栗縣,福田瓦舍Villa,4.2,343,367苗栗縣三義鄉一鄰龍騰26號
F10,溫泉中心,苗栗縣,花自在食宿館,4.5,587,369苗栗縣卓蘭鎮西坪里4鄰37-2號
F10,溫泉中心,苗栗縣,采莓行館Caimei Hotel,4.9,2933,364020苗栗縣大湖鄉中山路37號
F10,溫泉中心,苗栗縣,星原谷露營區,4.5,316,353004苗栗縣南庄鄉南江村里金館8鄰25號
F10,溫泉中心,苗栗縣,寨酌然 野奢庄園 the Forest museum,4.2,953,369苗栗縣卓蘭鎮壢西坪43-20號
F10,溫泉中心,苗栗縣,苗栗大湖日光森林民宿,4.6,157,364苗栗縣大湖鄉小南勢2之2號
F10,養生館,苗栗縣,大自然足體養生館,4.8,383,360苗栗縣苗栗市為公路132-1號
F10,養生館,苗栗縣,周太師養生會館｜苗栗按摩｜腳底按摩｜油壓｜指壓｜經絡按摩｜按摩店｜舒壓洗髮｜養生館｜苗栗按摩推薦,4.6,84,360苗栗縣苗栗市自治路159號
F10,養生館,苗栗縣,悠然足體養生館,4.6,52,360苗栗縣苗栗市北安街224號
F10,養生館,苗栗縣,舒筋絡養生館,5.0,408,35841苗栗縣苑裡鎮10鄰129-10號
F10,養生館,苗栗縣,山久養生館,4.9,88,351苗栗縣頭份市中央路660號
F10,養生館,苗栗縣,一八八足體養生館,5.0,32,360苗栗縣苗栗市北安街212號
F10,養生館,苗栗縣,伊閣養生館,4.9,98,351苗栗縣頭份市尚順路72號
F10,養生館,苗栗縣,隨源足體養生館,5.0,146,350苗栗縣竹南鎮大埔一街25號
F10,養生館,苗栗縣,足道養生會館,4.7,66,360苗栗縣苗栗市自治路92號
F10,養生館,苗栗縣,沙妮亞古泰式舒壓館,4.7,50,360苗栗縣苗栗市華民路47號
F10,養生館,苗栗縣,足步天下養生館,4.6,95,360苗栗縣苗栗市縣府路108號
F10,養生館,苗栗縣,蘭納古泰式舒壓館,4.4,249,360苗栗縣苗栗市自治路84-1號
F10,養生館,苗栗縣,采儷養生館,4.3,44,350苗栗縣竹南鎮立達街2號
F10,養生館,苗栗縣,豐足養生館,4.5,151,351苗栗縣頭份市和平路256號
F10,養生館,苗栗縣,尚順健康養生舘,4.7,47,350苗栗縣竹南鎮立達街127號
F10,養生館,苗栗縣,順安按摩工作室,5.0,49,360苗栗縣苗栗市民生街113號
F10,養生館,苗栗縣,十足養生館,4.1,127,351苗栗縣頭份市東民路185號
F10,養生館,苗栗縣,兆品自然風SPA養生館,4.1,36,351苗栗縣頭份市公園六街5號
F10,養生館,苗栗縣,滿足養生館,4.3,178,351苗栗縣頭份市和平路228號
F10,養生館,苗栗縣,有謙足體養身會館/腳底按摩、指壓、油壓、竹南按摩推薦,4.3,574,350苗栗縣竹南鎮龍山路三段156巷6號
F10,養生館,苗栗縣,云手經絡推拿調理館,4.9,535,35012苗栗縣竹南鎮龍山路三段233號
F10,養生館,苗栗縣,宸綵SPA美妍館,5.0,228,360苗栗縣苗栗市中山路428號
F10,養生館,苗栗縣,聖手抓痧導引按蹺（深度功效型）,4.9,56,358011苗栗縣苑裡鎮大同路52號二樓
F10,養生館,苗栗縣,冠天下SPA養生會館苗栗旗艦店,3.9,37,360苗栗縣苗栗市饒平街80號
F10,SPA,苗栗縣,甯境SPA養生美學 岩盤浴 | 舒壓按摩 | 美容護膚 | 紋綉 | 美睫 | 按摩,5.0,69,351苗栗縣頭份市節約街94號
F10,SPA,苗栗縣,E spa苡瑪芮麗美學館-苗栗店,4.9,257,"360苗栗縣苗栗市為公路167-1號, 3"
F10,SPA,苗栗縣,維也納美學會館,4.9,56,360苗栗縣苗栗市中正路632號3樓
F10,SPA,苗栗縣,Spa紅緣越式養身洗髮,5.0,77,"No, No. 214福星街苗栗市苗栗縣360006"
F10,SPA,苗栗縣,芳妍美容美體SPA,5.0,94,360苗栗縣苗栗市北安街206號
F10,SPA,苗栗縣,SheDora 詩朵菈-頂級精油spa,4.9,40,350苗栗縣竹南鎮光復路247-1號
F10,SPA,苗栗縣,佐登妮絲專業SPA_苑裡世界一店,5.0,88,358苗栗縣苑裡鎮和平路79號
F10,SPA,苗栗縣,費思特美容美體SPA尚順店,4.9,242,351苗栗縣頭份市東民路157號
F10,SPA,苗栗縣,沐昇傳統經絡推拿 | 苗栗竹南按摩 | 精油按摩spa | 指壓放鬆 | 經絡舒壓調理 | 孕婦按摩 | 臉部保養 | 汗蒸艙,5.0,237,350苗栗縣竹南鎮立達街95號
F10,SPA,苗栗縣,佐登妮絲專業SPA_苗栗民族一店,4.9,63,360苗栗縣苗栗市民族路72號
F10,SPA,苗栗縣,身呼吸SPA臉部護理·抗老·痘痘·艾草溫罐·熱石按摩·深層撥筋·熱蠟除毛·孕婦除毛·霧眉·眼線·霧唇·育膚堂夥伴店,4.9,45,350苗栗縣竹南鎮立達街89號
F10,SPA,苗栗縣,叮叮泰式SPA美學,5.0,80,360苗栗縣苗栗市新庄街223號
F10,SPA,苗栗縣,DOSHA SPA 頭份店(苗栗按摩推薦/頭份竹南按摩/頭份按摩推薦 /苗栗spa/頭份spa/竹南按摩推薦/按摩臉部/全身spa/按摩臉部/全身按摩推薦),4.5,53,351苗栗縣頭份市自強路186號
F10,SPA,苗栗縣,美麗飛（苗栗店）｜鬆筋｜按摩｜SPA｜護膚｜苗栗鬆筋｜療癒｜體質調理,5.0,41,360苗栗縣苗栗市自治路62巷9號
F10,SPA,苗栗縣,柔美越式洗頭,5.0,225,350苗栗縣竹南鎮大埔七街156號
F10,SPA,苗栗縣,寶嘉莉美學SPA苗栗頭份竹南按摩spa舒壓清粉刺調理痘痘改善 臉部保養保濕除皺淨白 身體按摩肩頸按摩精油按摩舒壓放鬆頭份尚順做臉按摩,4.9,183,351苗栗縣頭份市民五街23號351
F10,SPA,苗栗縣,翡鑽汗蒸岩盤浴-竹南(岩盤浴|護膚|按摩推薦) 頭份(Spa|岩盤浴場) 苗栗(按摩|美容美體),5.0,194,350苗栗縣竹南鎮忠義街19號
F10,SPA,苗栗縣,MENARD FACIAL SALON - 安百玉店｜苗栗市做臉推薦｜苗栗護膚清粉刺｜spa按摩｜油壓,5.0,181,360苗栗縣苗栗市至公路55號
F10,SPA,苗栗縣,夏沐妍皮膚管理中心（苗栗頭份店）-苗栗做臉,5.0,481,351苗栗縣頭份市昌隆一街288號
F10,SPA,苗栗縣,邦妮蒸 蒸足｜蒸身｜營養 懶人流汗-苗栗消除疲勞|體態管理|增肌減脂|足療首選|代謝保養|足浴推薦|汗蒸推薦|筋膜放鬆,4.9,100,360苗栗縣苗栗市中山路311號
F10,SPA,苗栗縣,Camy Spa,4.2,74,363苗栗縣公館鄉五谷182號2樓
F10,SPA,苗栗縣,週年慶開跑中！！窈窕佳人．然髮｜尚順店｜苗栗頭份｜美容美體、芳香精油、頭皮養護、痘痘粉刺、孕婦按摩、SPA推薦,4.9,483,351苗栗縣頭份市和平路262號
F10,SPA,苗栗縣,YU SPA美容|美體|美睫,5.0,80,366苗栗縣銅鑼鄉中正路88號1F
F10,SPA,苗栗縣,全植薆經典美容館,4.5,35,351苗栗縣頭份市東民路168號
F10,SPA,苗栗縣,沐沐蒸足-苗栗身體放鬆 苗栗身體紓壓 苗栗養生 苗栗礦石薰蒸 竹南身體放鬆 竹南身體紓壓,5.0,35,350苗栗縣竹南鎮自由街77號
F10,SPA,苗栗縣,佐登妮絲專業SPA_頭份仁愛店,5.0,89,35152苗栗縣頭份市和平路257號
F10,SPA,苗栗縣,苗栗做臉｜苗栗清粉刺｜苗栗婚前保養｜Michelle蜜雪生技(無痛清粉刺、痘痘、敏感、黑眼圈、毛、凹洞、細紋、紓壓、專業護膚、美容保養),5.0,361,360苗栗縣苗栗市光復路95號
F10,SPA,苗栗縣,全方位美學館,4.9,50,360苗栗縣苗栗市正發路55號2樓
F10,SPA,苗栗縣,苗栗寶貴生技美學館,4.9,154,360苗栗縣苗栗市自治路397號
F10,SPA,苗栗縣,MENARD FACIAL SALON - 岍水店 | 苗栗做臉 | 苗栗護膚店 | 苗栗美容 | 苗栗做臉推薦,5.0,40,358苗栗縣苑裡鎮建國路5-3號
F10,美容中心,苗栗縣,MLD美樂蒂美容美髮香水百貨-苗栗市區門市,4.8,37,36049苗栗縣苗栗市中正路674號
F10,美容中心,苗栗縣,優美美容美體-苗栗頭份美容｜產後協助體態調整｜腹直肌護理｜產後紮肚｜spa按摩｜做臉｜清粉刺｜艾草溫罐 技術教學推薦,5.0,92,351苗栗縣頭份市自強路289號
F10,美容中心,苗栗縣,Lily_studio半永久霧眉·苗栗,5.0,104,360苗栗縣苗栗市大埔街31號1樓
F10,美容中心,苗栗縣,皇欣國際美學｜苗栗專業霧眉｜ 韓式半永久｜韓式精緻霧眉｜韓式精緻眼線｜韓式精緻霧唇｜韓式精緻接睫｜頂級熱蠟除毛｜專業課程教學｜國家美容乙級｜合格證照老師,5.0,44,360苗栗縣苗栗市和平路82號1樓
F10,美容中心,苗栗縣,希瑞絲美學館|苗栗霧眉推薦|苗栗做臉推薦|苗栗霧唇,5.0,93,360苗栗縣苗栗市中正路654號
F10,美容中心,苗栗縣,泌乳 孕婦按摩 熱蠟脫毛苗栗肯斯,5.0,108,360苗栗縣苗栗市忠孝路148號
F10,美容中心,苗栗縣,Lois 洛伊絲 美學Spa,5.0,45,360苗栗縣苗栗市忠孝路146號
F10,美容中心,苗栗縣,C.J Studio,4.9,291,360苗栗縣苗栗市玉清路58號
F10,美容中心,苗栗縣,星沐美學startbath/專業修眉/男仕霧眉/女仕霧眉/眼線/美瞳線/嘟嘟唇/ 肌膚管理/做臉/粉刺、痘痘/美白抗老/新竹/苗栗/台中/預約Line”@ztn0540p”,5.0,145,360苗栗縣苗栗市玉清一街
F10,美容中心,苗栗縣,苗栗新秘/新竹/桃園/Ruby新秘,5.0,36,360苗栗縣苗栗市正發路55號3樓
F10,美容中心,苗栗縣,洗臉貓｜苗栗文華店,5.0,839,360苗栗縣苗栗市正發路206號
F10,美容中心,苗栗縣,晶綻醫美診所(微整形專門),4.7,221,351苗栗縣頭份市建國路二段182號
F10,美容中心,苗栗縣,傾顏 · 傾言 ｜苗栗美甲｜臉部管理除毛｜年前抽獎活動不限金額皆可抽,5.0,65,360苗栗縣苗栗市至公路79號
F11,硫磺噴口,苗栗縣,苗栗出磺坑吊橋,4.3,604,363苗栗縣公館鄉舊後汶公路363號
F11,硫磺噴口,苗栗縣,出磺坑古道,4.0,109,363苗栗縣公館鄉
F11,海蝕地景,苗栗縣,過港貝化石層,4.1,35,356苗栗縣後龍鎮
F11,海蝕地景,苗栗縣,西湖濕地,4.2,68,356苗栗縣後龍鎮
F11,海蝕地景,苗栗縣,苗栗抹茶山,4.3,32,357苗栗縣通霄鎮
F11,海蝕地景,苗栗縣,銅鑼炮仗花海公園,4.3,4462,366苗栗縣銅鑼鄉119縣道
F11,海蝕地景,苗栗縣,虎頭山公園,4.1,1866,357苗栗縣通霄鎮虎頭山公園
F11,特殊海洞地貌,苗栗縣,火炎山自然保留區(山谷區),4.8,79,苗栗縣苑裡鎮
F11,特殊海洞地貌,苗栗縣,頭份尿磜仔古道,4.0,55,351苗栗縣頭份市
F11,特殊海洞地貌,苗栗縣,龍王峽谷,4.4,36,368苗栗縣西湖鄉368
